time,dF,dRV
0.0,6.961580437602025e-6,-0.636544330806983
0.2505,7.45027748521046e-6,-0.27663673422172186
0.501,2.2807808453694005e-6,-0.056922655612707415
0.7515,6.375990278971347e-11,-1.2498267898958262e-6
1.002,0.0,0.0
1.2525,0.0,0.0
1.503,0.0,0.0
1.7535,0.0,0.0
2.004,0.0,0.0
2.2545,0.0,0.0
2.505,0.0,0.0
2.7555,0.0,0.0
3.006,0.0,0.0
3.2565,0.0,0.0
3.507,0.0,0.0
3.7575,0.0,0.0
4.008,0.0,0.0
4.2585,3.40484539856577e-7,0.007531186244649424
4.509,3.1645530745398666e-6,0.113837977175846
4.7595,4.163497123238158e-6,0.3635128459155085
5.01,-2.8366773919521126e-6,0.6756522855806454
5.2605,-1.9840341571613902e-5,1.019910806006065
5.511,-4.7724864560321364e-5,1.3894665209129016
5.7615,-8.446430654013062e-5,1.8581308348219725
6.012,-0.00013325545689063192,2.4975396137472465
6.2625,-0.00020180934079695444,3.254562572195673
6.513,-0.0002938954892632234,4.041362934321622
6.7635,-0.0004101069580690659,4.835173547150186
7.014,-0.0005501360317404619,5.615189797505678
7.2645,-0.0007128010713992886,6.361585759509763
7.515,-0.0008960723119392578,7.056293661038666
7.7655,-0.0010971273993074437,7.683633427517325
8.016,-0.001312434501091303,8.230770032787444
8.2665,-0.0015378598639740233,8.68798835874643
8.517,-0.0017687958584017246,9.048787096953816
8.7675,-0.002000304872357389,9.309804167656642
9.018,-0.0022272739146888595,9.47059552857128
9.2685,-0.0024445744793446054,9.533296572558616
9.519,-0.002647222113195881,9.502200206048991
9.7695,-0.002830530222421011,9.383287972710082
10.02,-0.0029902529388971307,9.18375023684468
10.2705,-0.0031227123348593335,8.911528641865328
10.521,-0.0032249059010691487,8.574909142161525
10.7715,-0.003294590965186288,8.182187332144604
11.022,-0.0033303435927974296,7.741420117684474
11.2725,-0.0033315904501947293,7.260269597893022
11.523,-0.00329861308013352,6.745936963201475
11.7735,-0.0032325250134039923,6.2051768488466275
12.024,-0.0031352230748508307,5.644376418412111
12.2745,-0.003009315109206564,5.06967889165622
12.525,-0.002858027119729826,4.487128546245756
12.7755,-0.0026849516873614053,3.9060431807382314
13.026,-0.002492570962892819,3.4006130685060905
13.2765,-0.002288497920670807,2.9994587848021035
13.527,-0.0020810756116005132,2.639237746591363
13.7775,-0.0018753957156849,2.313195013666717
14.028,-0.0016811996887299856,2.041538557059128
14.2785,-0.0015744521811957735,2.0804539143734697
14.529,-0.0014958638586957864,2.1504750309523373
14.7795,-0.0014460830958795711,2.2432329628481957
15.03,-0.0014243325933595689,2.3513793402075356
15.2805,-0.001428486403611848,2.4685246021137175
15.531,-0.0014552037565791877,2.589034366084716
15.7815,-0.0015001129710209616,2.707732755036223
